,t,p
1582,7.91,-2.8972946166991917
1583,7.915,-3.0094467163086094
1584,7.92,-3.1101547241211094
1585,7.925,-3.0666671752929417
1586,7.930000000000001,-3.1353317260742095
1587,7.9350000000000005,-3.2909713745117593
1588,7.94,-3.2795272827148594
1589,7.945,-3.1971298217773594
1590,7.95,-3.2543502807617415
1591,7.955,-3.4191452026367095
1592,7.96,-3.5335861206054417
1593,7.965,-3.5244308471679595
1594,7.97,-3.5427413940429915
1595,7.9750000000000005,-3.6274276733398096
1596,7.98,-3.6823593139648096
1597,7.985,-3.6159835815429417
1598,7.99,-3.5793624877929417
1599,7.995,-3.7510238647461094
1600,8.0,-3.8540206909179595
1601,8.005,-3.7990890502929417
1602,8.01,-3.8196884155273096
1603,8.015,-3.8860641479492415
1604,8.02,-3.9089523315429915
1605,8.025,-3.7922225952148096
1606,8.03,-3.6869369506836414
1607,8.035,-3.6983810424804915
1608,8.040000000000001,-3.5839401245117593
1609,8.045,-3.2566390991211094
1610,8.05,-2.7942977905273096
1611,8.055,-2.3685775756835596
1612,8.06,-1.7986618041991917
1613,8.065,-1.1257492065429595
1614,8.07,-0.6061874389648914
1615,8.075,-0.16673431396484162
1616,8.08,0.23838653564449075
1617,8.085,0.7075942993163906
1618,8.09,1.117292785644512
1619,8.095,1.2546218872070618
1620,8.1,1.4148391723633118
1621,8.105,1.6849197387695618
1622,8.11,1.7696060180663906
1623,8.115,1.5613235473632905
1624,8.120000000000001,1.4903701782226086
1625,8.125,1.561323547363262
1626,8.13,1.4674819946289404
1627,8.135,1.208845520019512
1628,8.14,1.021162414550762
1629,8.145,0.9822525024413906
1630,8.15,0.8083023071289404
1631,8.155,0.5633987426758118
1632,8.16,0.4192031860351584
1633,8.165000000000001,0.44666900634769036
1634,8.17,0.46040191650394036
1635,8.175,0.35740509033201207
1636,8.18,0.2566970825195405
1637,8.185,0.38715972900394036
1638,8.19,0.46497955322269036
1639,8.195,0.4260696411133118
1640,8.2,0.5016006469726904
1641,8.205,0.6480850219726406
1642,8.21,0.6778396606445618
1643,8.215,0.6320632934570121
1644,8.22,0.6068862915038906
1645,8.225,0.7579483032226406
1646,8.23,0.8861221313476904
1647,8.235,0.8174575805664084
1648,8.24,0.7716812133788906
1649,8.245000000000001,0.8655227661132621
1650,8.25,0.9364761352539404
1651,8.255,0.8266128540038586
1652,8.26,0.7579483032226584
1653,8.265,0.8495010375976086
1654,8.27,0.8792556762695121
1655,8.275,0.7259048461913906
1656,8.28,0.5908645629882621
1657,8.285,0.6183303833007905
1658,8.290000000000001,0.5473770141601086
1659,8.295,0.20634307861326207
1660,8.3,-0.08891448974605964
1661,8.305,-0.19877777099605964
1662,8.31,-0.45512542724614136
1663,8.315,-0.8419357299804382
1664,8.32,-1.1509262084960596
1665,8.325,-1.1440597534180093
1666,8.33,-1.1555038452148594
1667,8.335,-1.3317428588866882
1668,8.34,-1.404985046386738
1669,8.345,-1.3065658569336094
1670,8.35,-1.2699447631835916
1671,8.355,-1.4026962280273096
1672,8.36,-1.3912521362304382
1673,8.365,-1.231034851074238
1674,8.370000000000001,-1.231034851074238
1675,8.375,-1.2745223999023594
1676,8.38,-1.1623703002929382
1677,8.385,-1.0547958374023096
1678,8.39,-1.002153015136738
1679,8.395,-1.0982833862304382
1680,8.4,-1.1692367553710596
1681,8.405,-1.0685287475586094
1682,8.41,-1.107438659667988
1683,8.415000000000001,-1.2653671264648594
1684,8.42,-1.3202987670898594
1685,8.425,-1.3019882202148096
1686,8.43,-1.3729415893554382
1687,8.435,-1.5537582397461094
1688,8.44,-1.6544662475585596
1689,8.445,-1.6407333374023914
1690,8.45,-1.7299972534180093
1691,8.455,-1.9382797241211094
1692,8.46,-2.0801864624023594
1693,8.465,-2.0847640991211094
1694,8.47,-2.1282516479492095
1695,8.475,-2.306779479980438
1696,8.48,-2.4006210327148914
1697,8.485,-2.3456893920898594
1698,8.49,-2.3548446655273594
1699,8.495000000000001,-2.5333724975586094
1700,8.5,-2.595170593261738
1701,8.505,-2.4647079467773594
1702,8.51,-2.4784408569336094
1703,8.515,-2.627214050292938
1704,8.52,-2.7073226928710916
1705,8.525,-2.6157699584960596
1706,8.53,-2.627214050292988
1707,8.535,-2.7988754272460596
1708,8.540000000000001,-2.8263412475585596
1709,8.545,-2.700456237792938
1710,8.55,-2.7119003295898594
1711,8.555,-2.8698287963867593
1712,8.56,-2.9407821655273096
1713,8.565,-2.8492294311523914
1714,8.57,-2.8995834350585596
1715,8.575000000000001,-3.0826889038085596
1716,8.58,-3.0964218139648096
1717,8.585,-3.0094467163085596
1718,8.59,-3.0712448120116917
1719,8.595,-3.2429061889648096
1720,8.6,-3.2154403686523594
1721,8.605,-3.0941329956054915
1722,8.61,-3.0987106323242415
1723,8.615,-3.2062850952148416
1724,8.620000000000001,-3.2543502807616917
1725,8.625,-3.1719528198242593
1726,8.63,-3.1215988159179417
1727,8.635,-3.2314620971679915
1728,8.64,-3.2772384643554915
1729,8.645,-3.1742416381835596
1730,8.65,-3.1765304565429417
1731,8.655,-3.3825241088867593
1732,8.66,-3.4740768432616917
1733,8.665000000000001,-3.3848129272460916
1734,8.67,-3.3893905639648416
1735,8.675,-3.5267196655273416
1736,8.68,-3.6297164916992593
1737,8.685,-3.5496078491210596
1738,8.69,-3.5816513061523594
1739,8.695,-3.7533126831054915
1740,8.700000000000001,-3.8036666870116917
1741,8.705,-3.7784896850585596
1742,8.71,-3.8425765991211094
1743,8.715,-4.00279388427731
1744,8.72,-3.9867721557617415
1745,8.725,-3.8860641479492415
1746,8.73,-3.9547286987304595
1747,8.735,-4.080613708496092
1748,8.74,-4.0645919799804915
1749,8.745000000000001,-3.9913497924804915
1750,8.75,-3.9982162475585596
1751,8.755,-4.114945983886692
1752,8.76,-4.101213073730509
1753,8.765,-3.9570175170898096
1754,8.77,-3.9936386108398594
1755,8.775,-4.20420989990231
1756,8.78,-4.1790328979492415
1757,8.785,-3.9135299682616917
1758,8.790000000000001,-3.7990890502929417
1759,8.795,-3.8128219604492415
1760,8.8,-3.5541854858398594
1761,8.805,-3.0231796264648594
1762,8.81,-2.5493942260741917
1763,8.815,-2.1694503784180093
1764,8.82,-1.6315780639648416
1765,8.825000000000001,-0.9563766479492379
1766,8.83,-0.41621551513675925
1767,8.835,-0.022538757324188197
1768,8.84,0.31162872314449075
1769,8.845,0.7350601196288906
1770,8.85,1.053205871582012
1771,8.855,1.1539138793945618
1772,8.86,1.2431777954101904
1773,8.865,1.3805068969726904
1774,8.870000000000001,1.3782180786133118
1775,8.875,1.2935317993163906
1776,8.88,1.2614883422851406
1777,8.885,1.1516250610351406
1778,8.89,0.9296096801757621
1779,8.895,0.6984390258788906
1780,8.9,0.5817092895507621
1781,8.905,0.4924453735351406
1782,8.91,0.4146255493163906
1783,8.915000000000001,0.23609771728514062
1784,8.92,0.1056350708008118
1785,8.925,0.19489898681639062
1786,8.93,0.13538970947265838
1787,8.935,-0.050004577636737935
1788,8.94,-0.1049362182616882
1789,8.945,0.0690139770508118
1790,8.950000000000001,0.15141143798824075
1791,8.955,0.0690139770508118
1792,8.96,0.10334625244139062
1793,8.965,0.3024734497070618
1794,8.97,0.34367218017576207
1795,8.975,0.27042999267574075
1796,8.98,0.35511627197269036
1797,8.985,0.5519546508789084
1798,8.99,0.6595291137695405
1799,8.995000000000001,0.5679763793945618
1800,9.0,0.5977310180663906
1801,9.005,0.7465042114257621
1802,9.01,0.6892837524413906
1803,9.015,0.5084671020508118
1804,9.02,0.4695571899414084
1805,9.025,0.5977310180663906
1806,9.03,0.5862869262695121
1807,9.035,0.3551162719726406
1808,9.040000000000001,0.17658843994140838
1809,9.045,0.11250152587885864
1810,9.05,-0.09806976318360938
1811,9.055,-0.47801361083980964
1812,9.06,-0.6748519897460596
1813,9.065,-0.7732711791992593
1814,9.07,-1.0044418334961414
1815,9.075000000000001,-1.2516342163086094
1816,9.08,-1.3386093139648594
1817,9.085,-1.2836776733398914
1818,9.09,-1.212724304199238
1819,9.095,-1.2882553100586094
1820,9.1,-1.185258483886738
1821,9.105,-1.0227523803711094
1822,9.11,-1.0250411987304382
1823,9.115,-1.0708175659179382
1824,9.120000000000001,-1.0273300170898096
1825,9.125,-0.8762680053711094
1826,9.13,-0.8945785522461094
1827,9.135,-0.9929977416992379
1828,9.14,-0.9060226440429879
1829,9.145,-0.8213363647460596
1830,9.15,-0.8945785522460596
1831,9.155,-1.0227523803711094
1832,9.16,-1.0090194702148914
1833,9.165000000000001,-0.9311996459961414
1834,9.17,-1.0135971069336414
1835,9.175,-1.1646591186523096
1836,9.18,-1.1509262084960596
1837,9.185,-1.0685287475585596
1838,9.19,-1.1394821166991882
1839,9.195,-1.3088546752929595
1840,9.200000000000001,-1.3981185913085596
1841,9.205,-1.3546310424804382
1842,9.21,-1.3660751342773594
1843,9.215,-1.5240036010741882
1844,9.22,-1.5629135131836094
1845,9.225,-1.4713607788086094
1846,9.23,-1.4759384155273096
1847,9.235,-1.6132675170898594
1848,9.24,-1.5926681518554382
1849,9.245000000000001,-1.4805160522461094
1850,9.25,-1.5858016967773096
1851,9.255,-1.8238388061523594
1852,9.26,-1.8375717163085596
1853,9.265,-1.7139755249023914
1854,9.27,-1.7597518920898416
1855,9.275,-1.9543014526366882
1856,9.28,-1.913102722167988
1857,9.285,-1.7551742553711094
1858,9.290000000000001,-1.8993698120116882
1859,9.295,-2.055009460449188
1860,9.3,-2.0183883666992593
1861,9.305,-1.9794784545898594
1862,9.31,-2.1213851928710596
1863,9.315,-2.297624206542938
1864,9.32,-2.302201843261738
1865,9.325000000000001,-2.3159347534180093
1866,9.33,-2.439530944824188
1867,9.335,-2.6157699584961094
1868,9.34,-2.627214050292938
1869,9.345,-2.5104843139648914
1870,9.35,-2.489884948730438
1871,9.355,-2.590592956542988
1872,9.36,-2.508195495605438
1873,9.365,-2.393754577636738
1874,9.370000000000001,-2.4807296752929595
1875,9.375,-2.6134811401367095
1876,9.38,-2.5471054077148096
1877,9.385,-2.384599304199188
1878,9.39,-2.434953308105488
1879,9.395,-2.6295028686523594
1880,9.4,-2.645524597167938
1881,9.405,-2.563127136230488
1882,9.41,-2.6111923217773096
1883,9.415000000000001,-2.746232604980488
1884,9.42,-2.782853698730488
1885,9.425,-2.764543151855438
1886,9.43,-2.819474792480438
1887,9.435,-2.8995834350585596
1888,9.44,-2.9087387084961094
1889,9.445,-2.865251159667938
1890,9.450000000000001,-2.897294616699238
1891,9.455,-3.0186019897460596
1892,9.46,-2.9407821655273096
1893,9.465,-2.8469406127929417
1894,9.47,-2.9430709838866917
1895,9.475,-3.1147323608398096
1896,9.48,-3.1009994506836094
1897,9.485,-3.0002914428710596
1898,9.49,-3.1582199096680093
1899,9.495000000000001,-3.3230148315429595
1900,9.5,-3.2772384643554417
1901,9.505,-3.2154403686523594
1902,9.51,-3.3642135620117415
1903,9.515,-3.6228500366211094
1904,9.52,-3.6777816772461414
1905,9.525,-3.6045394897461094
1906,9.53,-3.6686264038086094
1907,9.535,-3.7556015014648594
1908,9.540000000000001,-3.6114059448242415
1909,9.545,-3.4077011108398096
1910,9.55,-3.2863937377929417
1911,9.555,-3.1101547241211094
1912,9.56,-2.6203475952148416
1913,9.565,-1.9863449096679595
1914,9.57,-1.3981185913085596
1915,9.575000000000001,-0.8556686401366882
1916,9.58,-0.23311004638673793
1917,9.585,0.4031814575195405
1918,9.59,0.8105911254883118
1919,9.595,1.1653579711913586
1920,9.6,1.5750564575194907
1921,9.605,1.9412673950195618
1922,9.61,2.101484680175762
1923,9.615,2.124372863769562
1924,9.620000000000001,2.2273696899413586
1925,9.625,2.325788879394512
1926,9.63,2.2685684204101086
1927,9.635,2.1495498657226406
1928,9.64,2.083174133300762
1929,9.645,1.9824661254883118
1930,9.65,1.7924942016601406
1931,9.655,1.5819229125976904
1932,9.66,1.5292800903319907
1933,9.665000000000001,1.5063919067382905
1934,9.67,1.437727355957012
1935,9.675,1.2981094360351904
1936,9.68,1.341596984863262
1937,9.685,1.4331497192383118
1938,9.69,1.4308609008789404
1939,9.695,1.4331497192383118
1940,9.700000000000001,1.5155471801757905
1941,9.705,1.6803421020507905
1942,9.71,1.7055191040039404
1943,9.715,1.698652648925762
1944,9.72,1.8130935668945618
1945,9.725,1.9481338500976904
1946,9.73,1.9572891235351904
1947,9.735,1.9160903930664404
1948,9.74,1.9939102172851904
1949,9.745000000000001,2.0854629516601406
1950,9.75,2.0946182250976406
1951,9.755,2.0396865844726406
1952,9.76,2.0946182250976406
1953,9.765,2.1632827758788906
1954,9.77,2.128950500488312
1955,9.775,2.023664855957012
1956,9.78,2.0396865844726086
1957,9.785,2.165571594238262
1958,9.790000000000001,2.087751770019512
1959,9.795,1.8611587524413906
1960,9.8,1.8291152954101904
1961,9.805,1.8588699340819907
1962,9.81,1.6002334594726406
1963,9.815,1.2454666137695618
1964,9.82,1.0783828735351904
1965,9.825000000000001,0.9410537719726584
1966,9.83,0.6160415649414404
1967,9.835,0.35053863525394036
1968,9.84,0.20405426025394036
1969,9.845,0.1102127075195618
1970,9.85,-0.006517028808609382
1971,9.855,-0.061448669433641356
1972,9.86,0.00034942626949074906
1973,9.865,-0.013383483886737935
1974,9.870000000000001,-0.11409149169923793
1975,9.875,-0.1049362182616882
1976,9.88,0.0369705200195618
1977,9.885,0.08732452392576207
1978,9.89,0.014082336425811803
1979,9.895,-0.031694030761737935
1980,9.9,0.11250152587889062
1981,9.905,0.2635635375976406
1982,9.91,0.21549835205076207
1983,9.915000000000001,0.1285232543945618
1984,9.92,0.21778717041019036
1985,9.925,0.34824981689451207
1986,9.93,0.2612747192383118
1987,9.935,0.11250152587894036
1988,9.94,0.1056350708008118
1989,9.945,0.13767852783201207
1990,9.950000000000001,-0.04771575927735938
1991,9.955,-0.2285324096679382
1992,9.96,-0.29261932373050925
1993,9.965,-0.34983978271480964
1994,9.97,-0.45741424560548793
1995,9.975,-0.6222091674804382
1996,9.98,-0.6473861694336094
1997,9.985,-0.6656967163086094
1998,9.99,-0.7480941772461094
1999,9.995000000000001,-0.7480941772461094
2000,10.0,-0.8877120971679382
2001,10.005,-0.8007369995117379
2002,10.01,-0.8510910034179382
2003,10.015,-0.9907089233398096
2004,10.02,-0.9952865600586094
2005,10.025,-0.9632431030273914
2006,10.03,-1.0616622924804595
2007,10.035,-1.1646591186523594
2008,10.040000000000001,-1.1303268432616882
2009,10.045,-1.0914169311523594
2010,10.05,-1.2401901245116882
2011,10.055,-1.3866744995116882
2012,10.06,-1.3202987670898594
2013,10.065,-1.3157211303711094
2014,10.07,-1.4324508666991882
2015,10.075000000000001,-1.5583358764648594
2016,10.08,-1.505693054199238
2017,10.085,-1.4873825073241882
2018,10.09,-1.5629135131836094
2019,10.095,-1.6590438842773096
2020,10.1,-1.6887985229492095
2021,10.105,-1.7002426147461094
2022,10.11,-1.7483078002929382
2023,10.115,-1.8009506225585596
2024,10.120000000000001,-1.7963729858398594
2025,10.125,-1.7780624389648096
2026,10.13,-1.8307052612305093
2027,10.135,-1.8970809936523096
2028,10.14,-1.7803512573241882
2029,10.145,-1.7139755249023594
2030,10.15,-1.771195983886738
2031,10.155,-1.8329940795898096
2032,10.16,-1.7872177124023914
2033,10.165000000000001,-1.7368637084961094
2034,10.17,-1.8146835327148594
2035,10.175,-1.9497238159179382
2036,10.18,-1.903947448730488
2037,10.185,-1.8375717163086094
2038,10.19,-2.009233093261688
2039,10.195,-2.1534286499023594
2040,10.200000000000001,-2.105363464355438
2041,10.205,-2.050431823730488
2042,10.21,-2.1854721069336094
2043,10.215,-2.297624206542938
2044,10.22,-2.2587142944335596
2045,10.225,-2.2495590209960916
2046,10.23,-2.3685775756835596
2047,10.235,-2.4738632202148594
2048,10.24,-2.357133483886688
2049,10.245000000000001,-2.329667663574188
2050,10.25,-2.5333724975586094
2051,10.255,-2.6569686889648096
2052,10.26,-2.5654159545898416
2053,10.265,-2.5516830444336094
2054,10.27,-2.645524597167988
2055,10.275,-2.7210556030273096
2056,10.28,-2.6981674194336094
2057,10.285,-2.668412780761738
2058,10.290000000000001,-2.7942977905273096
2059,10.295,-2.9819808959960596
2060,10.3,-2.9224716186523096
2061,10.305,-2.8286300659180093
2062,10.31,-2.860673522949188
2063,10.315,-2.7988754272461414
2064,10.32,-2.4830184936523096
2065,10.325000000000001,-2.196916198730488
2066,10.33,-1.9222579956055093
2067,10.335,-1.450761413574238
2068,10.34,-0.7915817260741882
2069,10.345,-0.15757904052735938
2070,10.35,0.32078399658201207
2071,10.355,0.7533706665039404
2072,10.36,1.304975891113262
2073,10.365,1.7467178344726406
2074,10.370000000000001,1.9344009399414404
2075,10.375,2.0763076782226904
2076,10.38,2.353254699707062
2077,10.385,2.540937805175812
2078,10.39,2.4516738891601904
2079,10.395,2.321211242675762
2080,10.4,2.362409973144512
2081,10.405,2.3875869750976904
2082,10.41,2.220503234863262
2083,10.415000000000001,2.0030654907226904
2084,10.42,1.9755996704101904
2085,10.425,1.932112121582012
2086,10.43,1.7238296508788586
2087,10.435,1.5933670043944907
2088,10.44,1.6139663696288906
2089,10.445,1.5636123657226406
2090,10.450000000000001,1.4468826293945618
2091,10.455,1.4766372680663906
2092,10.46,1.629988098144512
2093,10.465,1.735273742675762
2094,10.47,1.7238296508789404
2095,10.475,1.7238296508788586
2096,10.48,1.8657363891601904
2097,10.485,1.9710220336913906
2098,10.49,1.9252456665038906
2099,10.495000000000001,1.854292297363262
2100,10.5,2.0396865844726904
2101,10.505,2.215925598144562
2102,10.51,2.1907485961913586
2103,10.515,2.1564163208007905
2104,10.52,2.188459777832062
2105,10.525,2.2319473266601904
2106,10.53,2.1724380493164404
2107,10.535,2.0831741333007407
2108,10.540000000000001,2.1747268676757407
2109,10.545,2.2594131469726904
2110,10.55,2.0991958618164404
2111,10.555,1.8977798461914084
2112,10.56,1.9206680297851904
2113,10.565,1.913801574707012
2114,10.57,1.689497375488262
2115,10.575000000000001,1.4720596313476406
2116,10.58,1.295820617675762
2117,10.585,1.1333145141601086
2118,10.59,0.7854141235351904
2119,10.595,0.4146255493163906
2120,10.6,0.22923126220701207
2121,10.605,0.1285232543945618
2122,10.61,-0.17588958740230964
2123,10.615,-0.39561614990230964
2124,10.620000000000001,-0.37272796630855964
2125,10.625,-0.36128387451173793
2126,10.63,-0.5077682495117095
2127,10.635,-0.5718551635741882
2128,10.64,-0.4185043334961094
2129,10.645,-0.35670623779298793
2130,10.65,-0.48716888427730964
2131,10.655,-0.5764328002929382
2132,10.66,-0.48716888427730964
2133,10.665000000000001,-0.4436813354491882
2134,10.67,-0.5489669799804382
2135,10.675,-0.6016098022460596
2136,10.68,-0.5031906127929382
2137,10.685,-0.4963241577148594
2138,10.69,-0.6405197143554382
2139,10.695,-0.6908737182616882
2140,10.700000000000001,-0.6840072631835596
2141,10.705,-0.7984481811523416
2142,10.71,-0.9197555541992593
2143,10.715,-0.9357772827148594
2144,10.72,-0.9174667358398594
2145,10.725,-0.9426437377929879
2146,10.73,-1.0982833862304595
2147,10.735,-1.2287460327148096
2148,10.74,-1.2424789428710596
2149,10.745000000000001,-1.2928329467773594
2150,10.75,-1.4026962280273594
2151,10.755,-1.5125595092773096
2152,10.76,-1.5194259643554382
2153,10.765,-1.5354476928710596
2154,10.77,-1.7116867065429382
2155,10.775,-1.8581710815429382
2156,10.78,-1.8329940795898096
2157,10.785,-1.8146835327148096
2158,10.790000000000001,-1.9337020874023914
2159,10.795,-2.027543640136688
2160,10.8,-2.0160995483398096
2161,10.805,-2.0115219116211094
2162,10.81,-2.1671615600586094
2163,10.815,-2.265580749511688
2164,10.82,-2.1946273803711414
2165,10.825000000000001,-2.224382019042938
2166,10.83,-2.5150619506836094
2167,10.835,-2.6020370483398096
2168,10.84,-2.4463973999023914
2169,10.845,-2.4875961303711094
2170,10.85,-2.618058776855438
2171,10.855,-2.640946960449188
2172,10.86,-2.5699935913085596
2173,10.865,-2.622636413574238
2174,10.870000000000001,-2.8011642456055093
2175,10.875,-2.7942977905273594
2176,10.88,-2.654679870605438
2177,10.885,-2.7119003295898096
2178,10.89,-2.915605163574238
2179,10.895,-2.961381530761688
2180,10.9,-2.837785339355488
2181,10.905,-2.8400741577148914
2182,10.91,-2.952226257324188
2183,10.915000000000001,-2.9590927124023096
2184,10.92,-2.837785339355438
2185,10.925,-2.8309188842773096
2186,10.93,-2.9270492553710596
2187,10.935,-2.9796920776367593
2188,10.94,-2.9339157104491917
2189,10.945,-2.9316268920898096
2190,10.950000000000001,-3.0460678100585596
2191,10.955,-3.0849777221679915
2192,10.96,-3.0254684448242415
2193,10.965,-3.0163131713867593
2194,10.97,-3.1444869995117593
2195,10.975,-3.2131515502929915
2196,10.98,-3.1627975463866917
2197,10.985,-3.1833969116210596
2198,10.99,-3.3596359252929915
2199,10.995000000000001,-3.4878097534179915
2200,11.0,-3.3985458374023594
2201,11.005,-3.3436141967773594
2202,11.01,-3.4466110229491917
2203,11.015,-3.5129867553711094
2204,11.02,-3.4832321166992593
2205,11.025,-3.5358749389648416
2206,11.03,-3.7235580444335596
2207,11.035,-3.8265548706054915
2208,11.040000000000001,-3.7121139526367095
2209,11.045,-3.7098251342773594
2210,11.05,-3.8059555053711094
2211,11.055,-3.8563095092773096
2212,11.06,-3.7533126831054915
2213,11.065,-3.7281356811523914
2214,11.07,-3.8357101440430093
2215,11.075000000000001,-3.8448654174804417
2216,11.08,-3.7304244995117415
2217,11.085,-3.6297164916992593
2218,11.09,-3.5953842163085596
2219,11.095,-3.5198532104492415
2220,11.1,-3.2062850952148594
2221,11.105,-2.7874313354492415
2222,11.11,-2.3182235717773594
2223,11.115,-1.7254196166991882
2224,11.120000000000001,-1.057084655761738
2225,11.125,-0.5329452514648594
2226,11.13,-0.20106658935548793
2227,11.135,0.28874053955074075
2228,11.14,0.8792556762695618
2229,11.145,1.2477554321288906
2230,11.15,1.3553298950195618
2231,11.155,1.4949478149414404
2232,11.16,1.7741836547851406
2233,11.165000000000001,1.8611587524414404
2234,11.17,1.7467178344726086
2235,11.175,1.7375625610351086
2236,11.18,1.7810501098632905
2237,11.185,1.620832824707012
2238,11.19,1.300398254394512
2239,11.195,1.1424697875976086
2240,11.200000000000001,1.153913879394512
2241,11.205,1.0326065063476086
2242,11.21,0.8334793090820121
2243,11.215,0.7465042114258118
2244,11.22,0.7556594848632621
2245,11.225,0.7053054809570618
2246,11.23,0.6320632934570121
2247,11.235,0.6274856567382621
2248,11.24,0.6961502075195121
2249,11.245000000000001,0.7968582153319907
2250,11.25,0.7877029418945618
2251,11.255,0.7602371215820618
2252,11.26,0.8975662231445121
2253,11.265,0.9708084106444907
2254,11.27,0.9799636840820618
2255,11.275,1.0417617797851406
2256,11.28,1.1562026977538906
2257,11.285,1.2248672485351904
2258,11.290000000000001,1.2111343383788906
2259,11.295,1.250044250488262
2260,11.3,1.3919509887694907
2261,11.305,1.3621963500976904
2262,11.31,1.2157119750976406
2263,11.315,1.204267883300762
2264,11.32,1.3576187133788906
2265,11.325000000000001,1.2706436157226904
2266,11.33,1.0692276000976406
2267,11.335,1.030317687988262
2268,11.34,1.0074295043945405
2269,11.345,0.7419265747070618
2270,11.35,0.4123367309570618
2271,11.355,0.1697219848633118
2272,11.36,-0.013383483886737935
2273,11.365,-0.2331100463866882
2274,11.370000000000001,-0.5810104370117379
2275,11.375,-0.7824264526366882
2276,11.38,-0.7435165405273594
2277,11.385,-0.8053146362305093
2278,11.39,-0.9701095581054879
2279,11.395,-0.9289108276366882
2280,11.4,-0.7892929077148096
2281,11.405,-0.8304916381836094
2282,11.41,-0.9472213745117379
2283,11.415000000000001,-0.8716903686523096
2284,11.42,-0.6565414428710596
2285,11.425,-0.5924545288085596
2286,11.43,-0.6771408081054879
2287,11.435,-0.6496749877929879
2288,11.44,-0.5054794311523594
2289,11.445,-0.47801361083980964
2290,11.450000000000001,-0.6130538940429879
2291,11.455,-0.7618270874023594
2292,11.46,-0.6817184448241882
2293,11.465,-0.6542526245117379
2294,11.47,-0.9106002807617095
2295,11.475,-0.9769760131836094
2296,11.48,-0.8648239135741882
2297,11.485,-0.9426437377929382
2298,11.49,-1.1623703002930093
2299,11.495000000000001,-1.2333236694335596
2300,11.5,-1.2287460327148416
2301,11.505,-1.3523422241210596
2302,11.51,-1.5468917846679382
2303,11.515,-1.5835128784180093
2304,11.52,-1.5423141479492095
2305,11.525,-1.6430221557616882
2306,11.53,-1.7940841674804595
2307,11.535,-1.8444381713866882
2308,11.540000000000001,-1.771195983886738
2309,11.545,-1.8421493530273096
2310,11.55,-2.0252548217773096
2311,11.555,-2.0344100952148594
2312,11.56,-1.9382797241210596
2313,11.565,-2.0023666381836094
2314,11.57,-2.132829284667988
2315,11.575000000000001,-2.141984558105488
2316,11.58,-2.1259628295898594
2317,11.585,-2.2175155639648096
2318,11.59,-2.347978210449238
2319,11.595,-2.3319564819336094
2320,11.6,-2.270158386230488
2321,11.605,-2.384599304199188
2322,11.61,-2.5242172241211094
2323,11.615,-2.4967514038085596
2324,11.620000000000001,-2.407487487792938
2325,11.625,-2.4921737670898096
2326,11.63,-2.6295028686523096
2327,11.635,-2.6317916870117593
2328,11.64,-2.5860153198242095
2329,11.645,-2.6043258666992593
2330,11.65,-2.7210556030273914
2331,11.655,-2.8103195190429417
2332,11.66,-2.7141891479491917
2333,11.665000000000001,-2.7324996948242415
2334,11.67,-2.8492294311523594
2335,11.675,-2.8675399780273594
2336,11.68,-2.7576766967773594
2337,11.685,-2.8171859741211094
2338,11.69,-3.0437789916992415
2339,11.695,-3.0414901733398594
2340,11.700000000000001,-2.9224716186523096
2341,11.705,-3.0254684448241917
2342,11.71,-3.2131515502929595
2343,11.715,-3.2360397338867593
2344,11.72,-3.1513534545898594
2345,11.725,-3.1742416381836094
2346,11.73,-3.2932601928710596
2347,11.735,-3.3871017456054595
2348,11.74,-3.3665023803711094
2349,11.745000000000001,-3.4122787475585596
2350,11.75,-3.6022506713867415
2351,11.755,-3.6434494018554417
2352,11.76,-3.5221420288085596
2353,11.765,-3.5106979370117415
2354,11.77,-3.6777816772461094
2355,11.775,-3.7029586791992415
2356,11.78,-3.6205612182616917
2357,11.785,-3.7464462280273914
2358,11.790000000000001,-3.9066635131835596
2359,11.795,-3.9066635131836094
2360,11.8,-3.8540206909179915
2361,11.805,-3.9181076049804417
2362,11.81,-4.0325485229492415
2363,11.815,-4.00737152099606
2364,11.82,-3.9158187866211094
2365,11.825000000000001,-3.9112411499023096
2366,11.83,-4.053147888183609
2367,11.835,-4.030259704589859
2368,11.84,-3.8631759643554417
2369,11.845,-3.7899337768554915
2370,11.85,-3.6663375854491917
2371,11.855,-3.2726608276367415
2372,11.86,-2.7622543334960596
2373,11.865,-2.3250900268554915
2374,11.870000000000001,-1.835282897949238
2375,11.875,-1.203569030761738
2376,11.88,-0.5306564331054382
2377,11.885,-0.07289276123048793
2378,11.89,0.2544082641601406
2379,11.895,0.6778396606445405
2380,11.9,1.1333145141601086
2381,11.905,1.3393081665038906
2382,11.91,1.3827957153320405
2383,11.915000000000001,1.529280090332012
2384,11.92,1.6414321899413906
2385,11.925,1.5887893676758118
2386,11.93,1.4354385375976406
2387,11.935,1.4194168090820618
2388,11.94,1.4194168090819907
2389,11.945,1.2271560668945618
2390,11.950000000000001,0.9387649536133118
2391,11.955,0.8357681274413906
2392,11.96,0.8426345825195121
2393,11.965,0.6869949340820405
2394,11.97,0.49702301025394036
2395,11.975,0.4306472778320405
2396,11.98,0.5061782836913906
2397,11.985,0.5199111938476406
2398,11.99,0.38715972900394036
2399,11.995000000000001,0.4008926391601406
2400,12.0,0.6091751098633118
2401,12.005,0.6801284790039404
2402,12.01,0.6457962036132407
2403,12.015,0.7442153930663906
2404,12.02,0.9387649536132905
